hgnc_symbol	affy_primeview
GNG7	11723239_a_at
GNG7	11723238_at
GNG7	11753871_a_at
CDH20	11735226_a_at
RPL15P18	11757782_s_at
ARHGAP19-SLIT1	
ZIC5	11733551_at
ZIC5	11733550_at
LINC00313	11745034_at
LINC00313	11745033_a_at
LINC00313	
BTBD9	11738180_a_at
BTBD9	11728546_a_at
BTBD9	
HSF2BP	11728558_a_at
HSF2BP	
LNX2	11724440_at
NRG3-AS1	
SNRPEP4	
SDHCP2	
TLL2	11735135_at
TLL2	11735133_at
TLL2	11735136_at
TLL2	11735134_a_at
TLL2	
YJU2	11719033_at
YJU2	
NPM1P4	
GSX1	11738934_at
PPIAP46	
PLUT	
RNU6-73P	11757837_x_at
PDX1	11741835_at
PDX1	11758256_s_at
LINC02255	
SEMA7A	11726573_a_at
SEMA7A	11726571_a_at
SEMA7A	11741755_a_at
SEMA7A	11726572_a_at
POLR1D	
POLR1D	11720057_a_at
POLR1D	11755190_a_at
POLR1D	11717199_a_at
SALRNA2	
GNA15	11751709_a_at
GNA15	11724558_at
GNA15	11724559_at
SKOR1	11740913_a_at
RPL31P1	
H2BC12L	
MIR6070	
LINC02726	
OR4A45P	
WBP2P1	
DNMT3L	11733228_at
DNMT3L	
OR4A42P	
MTL3P	
THAP12P4	
OR4A49P	
OR4C4P	
OR2BH1P	
RPL34P22	
RPL30P14	
LINC01909	
PDZD2	11756869_a_at
PDZD2	11718911_a_at
PDZD2	11718912_a_at
PDZD2	11718913_s_at
PDZD2	11718914_x_at
PDZD2	11745394_x_at
PDZD2	
SPON1	11724502_at
SPON1	11724504_at
SPON1	11724503_at
SPON1	11724501_at
	11727118_a_at
MIR4769	
ELK1	11741120_a_at
ELK1	11751831_a_at
ELK1	11734040_s_at
ELK1	
PTPN2	11738863_a_at
PTPN2	11739325_a_at
PTPN2	11739326_a_at
PTPN2	
GGNBP1	11750339_at
MARK2P15	
LIG4	11724945_x_at
LIG4	
NRBF2	11718370_a_at
NRBF2	11718371_s_at
NRBF2	11718372_x_at
NRBF2	11751130_s_at
NRBF2	11752692_x_at
THAP10	11729684_at
THAP10	
NPM1P26	
LINC02309	
PGK2	11737752_at
DYDC1	11737367_a_at
DYDC1	11761544_a_at
DYDC1	
LINC01232	
ADH5P4	11716392_s_at
RBBP4P3	11717239_s_at
EEF1B2P5	
SAFB	11722360_a_at
SAFB	11756438_a_at
SAFB	11760859_x_at
SAFB	11747271_a_at
SAFB	
GALC	11748381_a_at
GALC	11734037_a_at
GALC	11761501_at
GALC	11743723_a_at
GALC	11747524_a_at
GALC	
LINC00449	
LINC01039	
CFL1P8	
CD83	11743000_at
MIR4306	
CLYBL-AS2	
CLYBL-AS1	
EIF4A2P5	
CORO2B	11720874_at
CORO2B	11720876_s_at
CORO2B	11720875_at
CLYBL	11729967_a_at
CLYBL	11729968_x_at
CLYBL	
OR4R1P	
UXT	11757419_a_at
UXT	
MIR6881	11726573_a_at
MIR6881	11726571_a_at
MIR6881	11741755_a_at
DNMT3L-AS1	
AIRE	11738648_a_at
AIRE	11735865_a_at
UBL7	11733096_a_at
UBL7	
MADD	
MADD	11718817_a_at
MADD	11735624_a_at
ITGBL1	11723285_a_at
ITGBL1	11749212_a_at
ITGBL1	11745245_a_at
ITGBL1	11759907_at
ITGBL1	11759908_at
ITGBL1	
NANOGP3	
CYP2C19	
CYP2C19	11759475_at
CYP2C19	11715318_s_at
RPL37P15	
TBC1D22B	11728080_a_at
TBC1D22B	11728078_a_at
TBC1D22B	11728079_a_at
C20orf144	11725261_at
C20orf144	
THAP12P7	11735731_a_at
COX6CP8	
E2F1	11723713_at
ELOVL5	11716078_a_at
ELOVL5	11757300_s_at
ELOVL5	
UXT-AS1	11752819_at
UXT-AS1	
TNKS2	11722461_a_at
TNKS2	11722462_a_at
TNKS2	11722463_a_at
TNKS2	11757893_s_at
CXXC1P1	
AMD1P3	11755126_s_at
FOXB1	11741246_at
FOXB1	
SULF1	
SULF1	11758071_s_at
SULF1	11737874_a_at
SULF1	11743282_a_at
PXMP4	11740377_a_at
PXMP4	11730410_a_at
PXMP4	11730411_a_at
PXMP4	11746824_x_at
SMSP1	
WASF4P	11716244_s_at
WASF4P	11753226_s_at
HNRNPA1P45	
RPL7P57	
OR11J2P	
TIMP1	11715359_a_at
TIMP1	11763761_a_at
TIMP1	11715360_x_at
MESTP2	
FAM136EP	
GCHFR	11723063_a_at
GCHFR	
LINC02925	
GRAMD4	
GRAMD4	11716661_at
GRAMD4	11716660_at
PFKL	11730211_x_at
PFKL	11744335_x_at
PFKL	11752746_a_at
PFKL	
EGFLAM-AS2	
CCNH	11720054_a_at
CCNH	
CA12	11720948_a_at
CA12	11754856_a_at
CA12	11720947_x_at
CA12	11758839_at
CA12	11720946_at
CA12	
RPL31P2	
ZNF341-AS1	
CHMP4B	11716497_at
CHMP4B	11716496_s_at
LINC02628	
KCNK5	11723876_at
KCNK5	11723877_at
GAPDHP28	
MKNK2P1	
EIF4A1P8	
ZMYM3	11753976_a_at
ZMYM3	11718003_at
ZMYM3	
EIF1P5	
CRTAC1	11723444_a_at
CRTAC1	
RN7SL666P	
PPIAP21	
TCTE1	11730083_at
TCTE1	
FBXO39	11735458_a_at
FBXO39	11735459_at
SUPT20H	11733480_x_at
SUPT20H	11724227_a_at
SUPT20H	11760133_x_at
SUPT20H	11745827_a_at
SUPT20H	11733479_a_at
SUPT20H	
L3MBTL1	11733567_a_at
L3MBTL1	11733566_a_at
L3MBTL1	
HMGA1	
HMGA1	11753817_x_at
HMGA1	11747361_x_at
HMGA1	11753571_x_at
LARGE1-AS1	
CELSR1	11756800_a_at
CELSR1	11748363_a_at
CELSR1	
NATD1	11723886_at
NATD1	11723885_at
MTND2P12	
LINC02088	
	11761393_x_at
	11756505_s_at
RPS16P8	
	11733021_x_at
	11756723_x_at
	11733020_s_at
	11742116_x_at
LINC02087	
SYPL1P2	
DPRXP2	
B3GNTL1P2	
CPD	11727133_at
CPD	11727132_at
CPD	11727131_at
CPD	11727130_a_at
CPD	
RNF8	11720776_a_at
RNF8	11720775_s_at
RNF8	
IQCH-AS1	
SINHCAFP2	
TMCO5B	
RPS3AP49	
DHTKD1	11758444_s_at
DHTKD1	11721735_at
DHTKD1	
ZNF396	11737112_at
ZNF396	11761126_at
ZNF396	11761865_at
MAP2K5-DT	
MYO1E	11718068_at
MYO1E	11718067_at
MYO1E	
UBA52P9	
LINC01410	
BDKRB1	11728504_a_at
BDKRB1	
PHLPP1	11719250_s_at
PHLPP1	11719251_at
PHLPP1	
NT5ELP	
NME2P3	
LINC02957	
RANGAP1	11717165_a_at
RANGAP1	11717164_a_at
RANGAP1	
NUDT19P4	
CENPQ	11758452_s_at
CNTNAP3P1	
CDCA4	11742467_a_at
CDCA4	11745198_s_at
CDCA4	11743452_s_at
NDUFB4P2	
CDK2AP2P3	
ZSWIM6	11744133_s_at
ZSWIM6	11744134_at
STX17-DT	
FKBP4P8	
MAMDC2	11734418_s_at
MAMDC2	11734417_a_at
RUNX2	11738448_a_at
RUNX2	
RUNX2	11725180_a_at
CYP26C1	11738865_a_at
WARS1	11726286_a_at
WARS1	11747666_a_at
WARS1	11726287_a_at
WARS1	11760994_at
WARS1	
LINC02110	
RPL5P15	
RASSF4	11719308_a_at
RASSF4	11746823_a_at
RASSF4	11719307_a_at
RASSF4	
ITGA2	11743618_at
ITGA2	11743617_at
ITGA2	
	11759681_x_at
	11744711_a_at
	11724019_a_at
UBL7-DT	
CDH19	11752488_a_at
CDH19	11745100_a_at
CDH19	11731862_at
CDH19	11759868_x_at
CDH19	
CFAP410	11759681_x_at
CFAP410	11744711_a_at
CFAP410	11724019_a_at
CFAP410	11724020_at
CFAP410	
MYO1D	11716685_s_at
MYO1D	11716684_a_at
MYO1D	
IFNWP18	
RAD23B	
RAD23B	11754276_a_at
RAD23B	11758199_s_at
RAD23B	11731506_a_at
RAD23B	11745264_a_at
RAD23B	11745206_x_at
GEMIN8P1	
SPESP1	11724041_at
HNRNPMP1	
DEPDC1P2	
HNRNPA1P15	
KRT8P9	
RPS20P24	
EWSAT1	11754621_s_at
EWSAT1	11751183_s_at
EWSAT1	
SAFB2	11739234_at
SAFB2	11739233_a_at
SAFB2	11748911_a_at
SAFB2	
SAFB2	11760352_a_at
SAFB2	11760353_at
EP400P1	
EP400P1	11763355_x_at
EP400P1	11760477_a_at
TRPM2-AS	
LRRC3-DT	
LINC02872	11737607_at
LINC02872	11737608_at
LRRC3	11737995_at
LRRC3	11737994_a_at
LRRC3	11737996_at
LRRC3	11737997_x_at
LRRC3	11737998_a_at
LINC00683	
RAB28P4	
PHB1P7	
PIK3AP1	11719029_at
PIK3AP1	11748798_a_at
PIK3AP1	
TCF3P1	
MTCYBP21	
MTND6P21	
MTND5P1	
LMX1B	11735328_at
LMX1B	11735327_at
TSPEAR	11752323_a_at
TSPEAR	11737676_at
TSPEAR	
BUB1B-PAK6	
IP6K3	11731356_a_at
IP6K3	11730620_a_at
IP6K3	
RAB8B	11720799_s_at
RAB8B	11720800_a_at
RAB8B	11751370_a_at
RAB8B	11720798_at
RAB8B	
EIF6	11722201_x_at
EIF6	11756546_a_at
CCND3P2	
LINC02565	
DLGAP1-AS3	
HNRNPA1P7	11757837_x_at
HNRNPA1P7	200016_PM_x_at
HNRNPA1P7	11719462_x_at
HNRNPA1P7	11753459_x_at
ITGB1BP2	11738054_a_at
RAC1P1	
RPS2P6	
GCGR	
GCGR	11756776_a_at
SMIM21	11755985_a_at
SMIM21	
NUFIP1P1	11727078_s_at
NUFIP1P1	11727077_at
RBBP4P4	11717239_s_at
TREML4	11735915_a_at
TREML4	11735916_a_at
	11755747_a_at
DDX51	11736187_at
DDX51	11736185_at
DDX51	11736186_a_at
DDX51	
TSPEAR-AS1	11745578_a_at
TSPEAR-AS1	
CAPS	11740241_x_at
CAPS	11742730_a_at
TSPEAR-AS2	11745578_a_at
CPN1	11726118_at
KRTAP10-1	11715174_s_at
POLR2M	11725132_a_at
POLR2M	11725133_s_at
POLR2M	11725134_a_at
POLR2M	11741302_x_at
POLR2M	11741301_s_at
POLR2M	11741300_a_at
POLR2M	11747811_x_at
POLR2M	
KRTAP10-2	11738614_at
KRTAP10-2	11738615_x_at
KRTAP10-2	
BID	11732218_x_at
BID	11745421_a_at
BID	11724046_a_at
BID	11732217_a_at
BID	
B3GAT2	11739962_a_at
B3GAT2	11759329_at
B3GAT2	11759331_at
B3GAT2	11759330_at
C18orf21	11742797_a_at
C18orf21	
ZCRB1P1	
RHOG2P	
KRTAP10-3	11715175_x_at
PABPN1P1	11718844_s_at
KRTAP10-5	11734636_x_at
KRTAP10-5	11734635_at
INGX	11750371_x_at
INGX	11757250_x_at
INGX	11757249_at
KRTAP10-6	11715253_s_at
SOCS6P1	
KRTAP10-7	11738553_at
CXCR3	11734606_a_at
KRTAP10-8	11715321_x_at
KRTAP10-10	11742149_x_at
KRTAP10-10	11715253_s_at
KRTAP10-10	11742148_at
RPL36AP6	
KRTAP10-11	11738289_at
KRTAP10-11	11738290_x_at
KRTAP12-4	11742177_at
KRTAP12-4	11742178_x_at
KRTAP12-3	11738963_at
KRTAP12-2	11735924_s_at
KRTAP12-2	11742007_x_at
KRTAP12-2	11742006_at
DBIP1	
IMMTP1	
KRTAP12-1	11735924_s_at
KRTAP12-1	11735925_x_at
SAYSD1	11746224_a_at
SAYSD1	11723265_a_at
SAYSD1	11723266_a_at
SAYSD1	
KRTAP12-6P	
KRTAP10-12	11715173_s_at
DAPK1	11720147_a_at
DAPK1	11746545_a_at
DAPK1	11720146_a_at
DAPK1	11760470_at
DAPK1	
CLIC2	11734783_at
CLIC2	11734785_at
CLIC2	11734784_a_at
DLK2	11731228_a_at
ANKRD2	11726349_a_at
KRTAP10-13P	
UBE2G2	11731420_x_at
UBE2G2	11759057_at
UBE2G2	11731421_a_at
UBE2G2	11731419_x_at
UBE2G2	
PCNA	11716103_a_at
INSR	11720856_a_at
INSR	11720857_a_at
INSR	11740018_a_at
INSR	11740017_a_at
INSR	11720858_a_at
INSR	
TWF1P2	
PHF10P1	
SRD5A2P1	
TMLHEP1	11758132_s_at
IFITM8P	
MIR1184-2	
NOC4L	11731591_a_at
NOC4L	
MIR1184-3	
	11747847_s_at
	11761056_at
H2AB3	11759265_at
H2AB3	11734492_s_at
TMLHE-AS1	
C8orf34	11747584_a_at
C8orf34	11746849_a_at
C8orf34	11729088_at
C8orf34	11747585_x_at
C8orf34	
C8orf34	11760622_at
ARIH1	11717697_at
ARIH1	11758786_at
ARIH1	11717698_a_at
ARIH1	
APBB1IP	11726421_a_at
APBB1IP	11761034_at
KCTD1	11749548_a_at
KCTD1	
TMLHE	11758132_s_at
TMLHE	11734862_a_at
TMLHE	
BLMH	11751220_a_at
BLMH	11757556_s_at
BLMH	
MCRIP1	11726708_a_at
MCRIP1	11744295_x_at
MCRIP1	11744294_a_at
MCRIP1	
CDC5L	11719080_a_at
CDC5L	11719081_a_at
CDS2	
CDS2	11721284_a_at
CDS2	11721283_a_at
AMD1P2	
DPH3P2	
VAMP7	11757799_s_at
VAMP7	
LINC02664	
FGFBP3	11736295_at
FGFBP3	11736294_at
PTTG1IP	11723942_s_at
PTTG1IP	11723945_s_at
PTTG1IP	11723943_x_at
PTTG1IP	11723944_a_at
PTTG1IP	11723941_a_at
PTTG1IP	11758348_s_at
PTTG1IP	
CRISP2	11715248_s_at
LINC02361	
GALNT9	11738158_a_at
GALNT9	11742983_a_at
GALNT9	11738157_a_at
GALNT9	11745502_s_at
GALNT9	
GALNT9	11760019_x_at
UBE2D3P1	11742939_a_at
UBE2D3P1	11719272_s_at
UBE2D3P1	11742942_s_at
PROKR2	11737392_at
SLC39A6	11757587_s_at
SLC39A6	11749546_a_at
SLC39A6	11735415_a_at
RNA5-8SP7	
LINC00658	
LINC00967	
TIMP3	11715437_at
TIMP3	11715435_s_at
TIMP3	11715436_at
CA3	
CA3	11751534_a_at
CA3	11750458_x_at
CA3	11751535_s_at
ELOCP24	
TRPC6P1	
	11747198_x_at
	11760179_x_at
SLX9	11757099_s_at
SLX9	
PLCB2	
PLCB2	11722131_a_at
PLCB2	11750570_x_at
PLCB2	11754492_x_at
PLCB2	11759840_at
WASIR1	
DDX11L16	
CRELD2	
CRELD2	11719327_a_at
CRELD2	11760237_at
REXO1L5P	
OPN1LW	11735456_s_at
OPN1LW	
KDM4B	
KDM4B	11743512_x_at
KDM4B	11747909_x_at
KDM4B	11755420_a_at
KDM4B	11761992_at
NARS1P2	
IGHV3-64D	
NRBF2P1	
AIDAP3	
HNF4G	
HNF4G	11755628_a_at
HNF4G	11730608_at
IGHVII-30-21	
RPL23AP77	
PEBP1P1	
ZBTB14	11733146_at
ZBTB14	11733147_at
ZBTB14	11733145_at
ZBTB14	
SHLD2P2	
TEX28P2	11738017_s_at
TEX28P2	11738016_at
GRAPLDR	
LINC00163	
	11760326_at
OPN1MW	11735456_s_at
OPN1MW	11758461_s_at
OPN1MW	11735798_at
OPN1MW	
LINC00165	
PICSAR	
ZNF830	11743612_at
SNX5	11742728_x_at
SNX5	11737753_s_at
SNX5	11761125_at
SNX5	
SNX5	11763188_a_at
SSR4P1	
LINC00334	
LINC00334	11761892_at
NSRP1	11724802_at
NSRP1	11724801_a_at
NSRP1	
POFUT2	11753907_a_at
POFUT2	11731923_a_at
POFUT2	11747760_a_at
POFUT2	
POFUT2	11761447_at
LGMN	11752745_x_at
LGMN	11733728_a_at
LGMN	11733729_s_at
LGMN	11746287_x_at
LGMN	11748110_a_at
LGMN	11752744_a_at
LGMN	
PPP1R27	11737227_at
PPP1R27	
ZNF451-AS1	
TEX28P1	11738017_s_at
TEX28P1	11738016_at
JMY	11747116_a_at
JMY	11720283_at
JMY	
LINC01109	
TDGF1P5	
BPNT2	11758201_s_at
BPNT2	11716851_at
BPNT2	11716854_s_at
BPNT2	11716853_x_at
BPNT2	11716852_x_at
BPNT2	
TEX28P3	11738017_s_at
TEX28P3	11738016_at
LINC01879	11745627_at
LINC01879	
NPM1P2	
TKTL1	11750146_a_at
TKTL1	11726242_a_at
TKTL1	
GALR1	11737287_at
GALR1	
LAP3P1	
PKHD1	11732676_at
PKHD1	11732677_at
PKHD1	11738796_at
RPS27AP9	
SETP21	11733095_s_at
REXO1L11P	
HIGD1AP18	
GDNF	11756023_a_at
LINC02849	
LINC01901	
RBIS	11735813_a_at
RBIS	11751868_x_at
RBIS	11751867_a_at
RBIS	
ZNF521	11725423_a_at
ZNF521	
RPS2P25	
RPL17P22	
GLRX	11718048_a_at
GLRX	11747441_a_at
GLRX	11718049_s_at
UGGT2	11719445_a_at
UGGT2	11753059_x_at
UGGT2	11753058_a_at
UGGT2	
UGGT2	11759672_x_at
UGGT2	11762020_at
LINC02974	
	11758697_x_at
SCML2P1	
PA2G4P3	
AKR1B10P2	
IMPACT	11715195_at
IMPACT	
SERINC5	11745682_a_at
SERINC5	11738849_a_at
SERINC5	11759282_x_at
SERINC5	11759281_at
SERINC5	
SNORA70	11763726_a_at
SNORA70	11763727_x_at
FAM50A	11756308_a_at
FAM50A	
CELF5	11734432_a_at
CELF5	
IL6STP1	11753878_s_at
SMURF2P1	
NXN	11748682_a_at
NXN	11745542_a_at
NXN	11748683_x_at
NXN	11719225_at
NXN	11762295_at
COMMD7	11715875_a_at
COMMD7	
NPM1P6	11757362_x_at
NPM1P6	200063_PM_s_at
NPM1P6	11730790_x_at
NPM1P6	11757386_x_at
LINC02605	
PARVB	11726654_a_at
PARVB	
LINC00315	11762527_at
LINC00316	
PCBP3-AS1	
STAU2	11759572_a_at
STAU2	11761446_a_at
STAU2	11748216_a_at
STAU2	11726372_a_at
STAU2	
STAU2	11761603_at
PAK5	11730406_a_at
PAK5	11739447_a_at
PCBP3	
PCBP3	11733667_s_at
PCBP3	11751263_a_at
LINC02856	
SDHCP1	
CBLN2	11734581_a_at
CBLN2	11734582_a_at
CBLN2	
MIR6858	
PLXNA3	11720887_at
PLXNA3	
GNRH2	11731329_at
MTND5P21	
NIPBL	11730270_a_at
NIPBL	11730268_a_at
NIPBL	
NIPBL	11730269_at
CBX3P8	
ZNF407-AS1	11757647_s_at
ZNF407-AS1	
PIGG	11749200_a_at
PIGG	11761863_a_at
PIGG	11754328_a_at
PIGG	
TRIM51DP	11741324_s_at
SNORD3B-1	
OR4C1P	
HNRNPA3P9	
OR5D15P	
LINC02740	
OR4F4	11738493_s_at
ITGA11	11739976_a_at
ITGA11	11747917_a_at
ITGA11	
OR4G2P	
VAV1	11741047_a_at
VAV1	11763606_a_at
VAV1	
TEFM	11731119_a_at
TEFM	
PPP1R13B-DT	
C13orf42	
OR4G6P	
FAM138E	11746941_s_at
LINC01905	
CCNK	
CCNK	11738282_a_at
CCNK	11743735_a_at
BANF2	11735367_a_at
BANF2	
MIR1302-10	
WASH3P	
WASH3P	11747198_x_at
WASH3P	11755468_x_at
NBEA	
NBEA	11758595_at
TNRC6A	
TNRC6A	11717818_at
TNRC6A	11717817_a_at
TNRC6A	11755871_s_at
TNRC6A	11748942_s_at
TNRC6A	11751728_a_at
TNRC6A	11762292_at
BDNF-AS	
TMEM132E-DT	11737386_at
TMEM132E-DT	11737385_at
GCNT1P4	
CTSZ	11726594_at
CTSZ	
GID4	11726410_at
GID4	11726409_a_at
GID4	
LGSN	
LGSN	11742194_a_at
LGSN	11731242_a_at
LGSN	11731243_a_at
LGSN	11731244_s_at
ZNF516-DT	
KRT8P5	
LINC01927	
LINC02540	
LINC01893	
UBL4A	11746945_a_at
UBL4A	11719803_at
MIR6859-3	11747198_x_at
LINC01898	
DDX11L9	
CLBA1	
CLBA1	11723603_a_at
TTC19	11756376_a_at
TTC19	11716645_a_at
TTC19	
LINC02582	
SLC29A1	11717162_a_at
SLC29A1	
SLC29A1	11760895_a_at
SLC29A1	11760896_x_at
SETDB2	11736953_a_at
SETDB2	11755008_x_at
SETDB2	
LINC01539	
YME1L1P1	
ARHGAP42P3	
SLC10A3	11738015_a_at
	11722640_s_at
TXNDC8	11737313_a_at
SNRPGP14	
PI4KAP2	11746233_s_at
PI4KAP2	11754829_s_at
PI4KAP2	11760389_x_at
PI4KAP2	
PHF11	11751640_a_at
PHF11	11751641_x_at
PHF11	11760486_at
PHF11	11719902_a_at
PHF11	
RN7SL697P	
FAM223A	11745138_s_at
ATF4P2	
FMN2P1	
RPL7P58	
HMGA1P1	
RNU1-142P	
HACD3	11746800_s_at
HACD3	11746799_a_at
HACD3	11715864_a_at
HACD3	11757829_a_at
HACD3	
SETD3	11753285_a_at
SETD3	11753286_x_at
SETD3	11745201_a_at
SETD3	11741046_s_at
SETD3	11731766_at
SETD3	11760516_at
ZNF711	11746460_a_at
ZNF711	11724414_a_at
MCTS1	11717747_s_at
MCTS1	11717748_x_at
MCTS1	11740400_x_at
MCTS1	11740399_a_at
MCTS1	11717749_x_at
NSA2P7	
HMGN2P32	
TSTD2	11733862_a_at
TSTD2	11733863_a_at
TSTD2	11762643_a_at
TSTD2	
TMPRSS2	11724911_a_at
TMPRSS2	11724910_a_at
TMPRSS2	11724909_a_at
TMPRSS2	
MBP	11729108_a_at
MBP	11750372_x_at
MBP	11757273_s_at
MBP	11729109_a_at
MBP	11761042_at
MBP	
MBP	11732567_at
MBP	11732568_at
TBC1D29P	11753587_a_at
TBC1D29P	11738941_a_at
BMI1P1	
RAB9B	11759197_at
RAB9B	11759198_at
RAB9B	11736471_at
C1GALT1C1	11726618_a_at
C1GALT1C1	11743934_a_at
C1GALT1C1	11726619_s_at
RNA5SP511	
H2BP9	
ELF2P1	
TMSB15B	11726136_a_at
TMSB15B	
H3P46	
GLRX5P1	
CT47B1	11726926_s_at
CT47B1	11715340_s_at
CT47A6	11726926_s_at
CT47A6	11715340_s_at
BRINP1	
BRINP1	11752678_a_at
BRINP1	11747118_a_at
CT47A4	11726926_s_at
CT47A4	11715340_s_at
RNU2-52P	
SLC5A11	11734246_a_at
SLC5A11	
TOP1	11717438_x_at
TOP1	11717439_s_at
TOP1	11717437_x_at
SLC25A53P1	
DPPA3P1	11728636_s_at
H2BW3P	
LIMK2P1	
CT47A1	11726926_s_at
CT47A1	11715340_s_at
RN7SKP221	
ZC3H7B	11755930_a_at
ZC3H7B	11722056_at
ZC3H7B	
AP2B1	
AP2B1	11716261_a_at
AP2B1	11716262_a_at
MSL3	11722874_s_at
MSL3	11729286_a_at
MSL3	11729287_x_at
MSL3	11748254_s_at
MSL3	11729288_at
MSL3	11761148_at
MSL3	
RCBTB1	11719334_a_at
RCBTB1	
LINC02118	
LINC02106	
CKMT2	11719876_at
CKMT2	
LINC02317	
GLRXP2	
AHNAK2	11717131_a_at
AHNAK2	11746228_a_at
AHNAK2	11717132_s_at
AHNAK2	
SKA3	11729310_a_at
SKA3	
RPS15AP27	
TEF	11724305_a_at
TEF	11724304_a_at
NCBP1	11725978_at
NCBP1	11725977_at
NCBP1	
PLCG1-AS1	
ADGRE4P	
MIR6871	
CINP	11742874_at
CINP	11763507_at
CINP	11763508_s_at
CINP	
RPL23AP81	
RN7SL615P	
RPL7AP12	
RPS4XP2	
PRNP	11748315_s_at
PRNP	11715679_s_at
PRNP	11745482_s_at
RNU6-495P	
TOB2	11717819_a_at
ERVH-1	
MRPL57	11736210_at
MRPL57	11736212_x_at
MRPL57	11736211_at
MRPL57	11736213_at
PHF5A	11717783_x_at
PHF5A	11717782_s_at
LINC01413	
ENPP7P9	
PRND	11730419_at
PRND	11730418_at
PRND	11730417_at
PLCB2-AS1	
FTLP5	
REC114	11731878_a_at
LINC01046	
PRNT	
ZFR2	11730135_at
ZFR2	
ZFR2	11731231_at
GRK6P1	11760735_at
GAPDHP52	
RNA5SP25	
LINC00504	
ZDHHC20-IT1	
H2BP6	
MICU2	11717683_s_at
MICU2	
IDI1P3	
RASSF2	11746639_a_at
RASSF2	11746640_a_at
RASSF2	11739232_x_at
RASSF2	11756566_a_at
ABCA11P	11754673_s_at
CTDNEP1	
CTDNEP1	11716836_a_at
CTDNEP1	11757740_x_at
CTDNEP1	200035_PM_at
NPTN-IT1	
POLR3H	11719954_a_at
POLR3H	11741629_a_at
POLR3H	11719955_a_at
POLR3H	11719956_x_at
POLR3H	
TTC7B	11754314_a_at
TTC7B	
GRPEL1	11749311_a_at
GRPEL1	11739112_a_at
LINC02205	
CARS1P1	
TBC1D21	11727349_at
SLC2A9	
SLC2A9	11734177_a_at
FNTAP2	
RNU6-59P	
RPS7P10	11717235_s_at
FGF9	11736802_at
FGF9	11736803_at
RN7SL766P	
LINC00424	
NFS1	11750044_a_at
NFS1	11751828_x_at
NFS1	11718117_a_at
NFS1	11748839_a_at
ESRRAP2	
MX1	11716167_a_at
MX1	
ADGRE1	11748205_a_at
ADGRE1	11731775_a_at
ADGRE1	
ALG5	11757588_a_at
ALG5	
GDNF-AS1	
LINC00587	
MTND2P11	
LINC02893	11746170_at
LINC02893	11746169_at
NPTN	11719209_x_at
NPTN	11726589_s_at
NPTN	11726588_a_at
NPTN	11719207_s_at
NPTN	11719208_s_at
NPTN	
H3P17	
EEF1A1P19	11745648_x_at
EEF1A1P19	11747077_x_at
ANXA1	11744953_a_at
ANXA1	11717514_a_at
ANXA1	11744954_x_at
ANXA1	11744955_a_at
ANXA1	
ANXA1	11759797_at
	11763049_x_at
	11753561_a_at
OSMR	11759644_at
OSMR	11733185_at
OSMR	11733184_a_at
OSMR	11752556_a_at
OSMR	11733186_at
OSMR	
OR4A19P	
PHKG1P3	
ARHGAP17	11749693_a_at
ARHGAP17	11716714_x_at
ARHGAP17	11716713_a_at
ARHGAP17	11748814_a_at
ARHGAP17	
CSDC2	11720729_at
CSDC2	11720730_at
CSDC2	
OR5L2	11741998_s_at
OR5L2	11742390_at
DHX15	11743114_at
DHX15	
PMM1	11724767_a_at
PMM1	
	11721014_s_at
	11721013_a_at
	11721015_s_at
OR4F1P	11738504_s_at
SDHAF4	
SDHAF4	11730451_at
SDHAF4	11759032_at
FOLH1	11731959_x_at
FOLH1	11747117_x_at
FOLH1	11724555_x_at
FOLH1	11750771_s_at
FOLH1	11731958_s_at
FOLH1	
RPL13AP3	11757385_x_at
IL7	
IL7	11754163_x_at
IL7	11735257_a_at
IL7	11747035_a_at
IL7	11747034_a_at
IL7	11754162_a_at
IL7	11735258_x_at
GPR68	11724424_at
GPR68	11724423_a_at
GPR68	11752983_a_at
MLIP	
MLIP	11761936_a_at
MLIP	11730019_a_at
MLIP	11745359_a_at
ZNF516	11731061_at
ZNF516	11731062_s_at
ZNF516	
EXOSC8	
EXOSC8	11717589_a_at
IGHA1	11762999_at
OR7E105P	
IGHV5-10-1	
	11728504_a_at
LINC02312	
DEGS2	11730037_at
DEGS2	
HNRNPA1P11	
CDC42P6	11753606_x_at
CDC42P6	11756249_x_at
CDC42P6	11725718_a_at
CDC42P6	11721886_a_at
CDC42P6	11729102_x_at
CHST9	11732522_at
CHST9	11755403_a_at
CHST9	11732521_a_at
DESI1	11718606_a_at
DESI1	11718607_x_at
DESI1	
KCNK13	11732070_at
ZNF595	11730981_x_at
ZNF595	11730980_at
ZNF595	11749511_a_at
ZNF595	
MPI	11744376_a_at
MPI	11759552_at
MPI	
MPI	11760741_a_at
MPI	11761482_x_at
MPI	11761481_a_at
MX2	
MX2	11753064_a_at
MX2	11726479_a_at
LINC02984	11760371_at
LINC02984	
ELP5	11747306_x_at
ELP5	11722444_s_at
ELP5	11724672_s_at
ELP5	
IGHV3-32	
HEY1	11718201_at
HEY1	11750209_a_at
SPATA31A6	11734535_s_at
SPATA31A6	
KRT18P8	
TDP1	11723323_at
TDP1	11744699_a_at
TDP1	11744700_x_at
TDP1	11754822_x_at
TDP1	
	11757080_s_at
LINC01492	
SHLD3	
ZNF397	11760884_s_at
ZNF397	11744090_at
